GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G24003107026011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.01, Montgomery County, Maryland",923,"Block Group 1, Census Tract 7026.01, Montgomery County, Maryland",229
"G24003107026012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.01, Montgomery County, Maryland",1424,"Block Group 2, Census Tract 7026.01, Montgomery County, Maryland",377
"G24003107026013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7026.01, Montgomery County, Maryland",933,"Block Group 3, Census Tract 7026.01, Montgomery County, Maryland",305
"G24003107026014","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702601","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7026.01, Montgomery County, Maryland",1153,"Block Group 4, Census Tract 7026.01, Montgomery County, Maryland",372
"G24003107026021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702602","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.02, Montgomery County, Maryland",1041,"Block Group 1, Census Tract 7026.02, Montgomery County, Maryland",289
"G24003107026022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702602","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.02, Montgomery County, Maryland",4343,"Block Group 2, Census Tract 7026.02, Montgomery County, Maryland",572
"G24003107027001","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7027, Montgomery County, Maryland",2813,"Block Group 1, Census Tract 7027, Montgomery County, Maryland",869
"G24003107027002","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7027, Montgomery County, Maryland",1189,"Block Group 2, Census Tract 7027, Montgomery County, Maryland",386
"G24003107027003","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7027, Montgomery County, Maryland",910,"Block Group 3, Census Tract 7027, Montgomery County, Maryland",259
"G24003107027004","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7027, Montgomery County, Maryland",2703,"Block Group 4, Census Tract 7027, Montgomery County, Maryland",763
"G24003107028001","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7028, Montgomery County, Maryland",1296,"Block Group 1, Census Tract 7028, Montgomery County, Maryland",277
"G24003107028002","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7028, Montgomery County, Maryland",1854,"Block Group 2, Census Tract 7028, Montgomery County, Maryland",338
"G24003107028003","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7028, Montgomery County, Maryland",945,"Block Group 3, Census Tract 7028, Montgomery County, Maryland",280
"G24003107028004","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702800","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7028, Montgomery County, Maryland",1334,"Block Group 4, Census Tract 7028, Montgomery County, Maryland",314
"G24003107029001","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7029, Montgomery County, Maryland",937,"Block Group 1, Census Tract 7029, Montgomery County, Maryland",282
"G24003107029002","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7029, Montgomery County, Maryland",1438,"Block Group 2, Census Tract 7029, Montgomery County, Maryland",342
"G24003107029003","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7029, Montgomery County, Maryland",840,"Block Group 3, Census Tract 7029, Montgomery County, Maryland",250
"G24003107029004","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7029, Montgomery County, Maryland",1551,"Block Group 4, Census Tract 7029, Montgomery County, Maryland",285
"G24003107029005","2014-2018",,,"Maryland","24","Montgomery County","031",,,"702900","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7029, Montgomery County, Maryland",484,"Block Group 5, Census Tract 7029, Montgomery County, Maryland",208
"G24003107030001","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7030, Montgomery County, Maryland",737,"Block Group 1, Census Tract 7030, Montgomery County, Maryland",130
"G24003107030002","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7030, Montgomery County, Maryland",1035,"Block Group 2, Census Tract 7030, Montgomery County, Maryland",132
"G24003107031001","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7031, Montgomery County, Maryland",1433,"Block Group 1, Census Tract 7031, Montgomery County, Maryland",378
"G24003107031002","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7031, Montgomery County, Maryland",1030,"Block Group 2, Census Tract 7031, Montgomery County, Maryland",374
"G24003107031003","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7031, Montgomery County, Maryland",1242,"Block Group 3, Census Tract 7031, Montgomery County, Maryland",254
"G24003107031004","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7031, Montgomery County, Maryland",997,"Block Group 4, Census Tract 7031, Montgomery County, Maryland",253
"G24003107032011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703201","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.01, Montgomery County, Maryland",3209,"Block Group 1, Census Tract 7032.01, Montgomery County, Maryland",564
"G24003107032012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703201","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.01, Montgomery County, Maryland",1988,"Block Group 2, Census Tract 7032.01, Montgomery County, Maryland",571
"G24003107032013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703201","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.01, Montgomery County, Maryland",1117,"Block Group 3, Census Tract 7032.01, Montgomery County, Maryland",276
"G24003107032014","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703201","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7032.01, Montgomery County, Maryland",1644,"Block Group 4, Census Tract 7032.01, Montgomery County, Maryland",392
"G24003107032021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.02, Montgomery County, Maryland",1643,"Block Group 1, Census Tract 7032.02, Montgomery County, Maryland",354
"G24003107032022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.02, Montgomery County, Maryland",1919,"Block Group 2, Census Tract 7032.02, Montgomery County, Maryland",365
"G24003107032023","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.02, Montgomery County, Maryland",2331,"Block Group 3, Census Tract 7032.02, Montgomery County, Maryland",383
"G24003107032061","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703206","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.06, Montgomery County, Maryland",2065,"Block Group 1, Census Tract 7032.06, Montgomery County, Maryland",447
"G24003107032062","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703206","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.06, Montgomery County, Maryland",1703,"Block Group 2, Census Tract 7032.06, Montgomery County, Maryland",224
"G24003107032071","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703207","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.07, Montgomery County, Maryland",3838,"Block Group 1, Census Tract 7032.07, Montgomery County, Maryland",696
"G24003107032072","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703207","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.07, Montgomery County, Maryland",2278,"Block Group 2, Census Tract 7032.07, Montgomery County, Maryland",368
"G24003107032081","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703208","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.08, Montgomery County, Maryland",1206,"Block Group 1, Census Tract 7032.08, Montgomery County, Maryland",253
"G24003107032082","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703208","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.08, Montgomery County, Maryland",1221,"Block Group 2, Census Tract 7032.08, Montgomery County, Maryland",351
"G24003107032083","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703208","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.08, Montgomery County, Maryland",1464,"Block Group 3, Census Tract 7032.08, Montgomery County, Maryland",331
"G24003107032084","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703208","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7032.08, Montgomery County, Maryland",1726,"Block Group 4, Census Tract 7032.08, Montgomery County, Maryland",529
"G24003107032091","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703209","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.09, Montgomery County, Maryland",2588,"Block Group 1, Census Tract 7032.09, Montgomery County, Maryland",539
"G24003107032092","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703209","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.09, Montgomery County, Maryland",2318,"Block Group 2, Census Tract 7032.09, Montgomery County, Maryland",586
"G24003107032093","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703209","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.09, Montgomery County, Maryland",1598,"Block Group 3, Census Tract 7032.09, Montgomery County, Maryland",562
"G24003107032101","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703210","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.10, Montgomery County, Maryland",2029,"Block Group 1, Census Tract 7032.10, Montgomery County, Maryland",451
"G24003107032102","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703210","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.10, Montgomery County, Maryland",1276,"Block Group 2, Census Tract 7032.10, Montgomery County, Maryland",306
"G24003107032121","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703212","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.12, Montgomery County, Maryland",908,"Block Group 1, Census Tract 7032.12, Montgomery County, Maryland",341
"G24003107032122","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703212","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.12, Montgomery County, Maryland",2968,"Block Group 2, Census Tract 7032.12, Montgomery County, Maryland",431
"G24003107032123","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703212","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.12, Montgomery County, Maryland",1696,"Block Group 3, Census Tract 7032.12, Montgomery County, Maryland",352
"G24003107032124","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703212","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7032.12, Montgomery County, Maryland",4062,"Block Group 4, Census Tract 7032.12, Montgomery County, Maryland",693
"G24003107032131","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703213","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.13, Montgomery County, Maryland",1869,"Block Group 1, Census Tract 7032.13, Montgomery County, Maryland",576
"G24003107032132","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703213","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.13, Montgomery County, Maryland",2766,"Block Group 2, Census Tract 7032.13, Montgomery County, Maryland",500
"G24003107032133","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703213","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.13, Montgomery County, Maryland",1386,"Block Group 3, Census Tract 7032.13, Montgomery County, Maryland",442
"G24003107032141","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703214","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.14, Montgomery County, Maryland",2183,"Block Group 1, Census Tract 7032.14, Montgomery County, Maryland",840
"G24003107032142","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703214","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.14, Montgomery County, Maryland",3084,"Block Group 2, Census Tract 7032.14, Montgomery County, Maryland",579
"G24003107032143","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703214","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.14, Montgomery County, Maryland",2778,"Block Group 3, Census Tract 7032.14, Montgomery County, Maryland",527
"G24003107032151","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703215","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.15, Montgomery County, Maryland",2214,"Block Group 1, Census Tract 7032.15, Montgomery County, Maryland",431
"G24003107032152","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703215","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.15, Montgomery County, Maryland",1399,"Block Group 2, Census Tract 7032.15, Montgomery County, Maryland",359
"G24003107032161","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703216","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.16, Montgomery County, Maryland",1118,"Block Group 1, Census Tract 7032.16, Montgomery County, Maryland",163
"G24003107032162","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703216","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.16, Montgomery County, Maryland",2266,"Block Group 2, Census Tract 7032.16, Montgomery County, Maryland",301
"G24003107032163","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703216","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.16, Montgomery County, Maryland",606,"Block Group 3, Census Tract 7032.16, Montgomery County, Maryland",131
"G24003107032181","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703218","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.18, Montgomery County, Maryland",1161,"Block Group 1, Census Tract 7032.18, Montgomery County, Maryland",137
"G24003107032182","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703218","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.18, Montgomery County, Maryland",739,"Block Group 2, Census Tract 7032.18, Montgomery County, Maryland",105
"G24003107032191","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703219","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.19, Montgomery County, Maryland",1441,"Block Group 1, Census Tract 7032.19, Montgomery County, Maryland",141
"G24003107032192","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703219","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.19, Montgomery County, Maryland",926,"Block Group 2, Census Tract 7032.19, Montgomery County, Maryland",135
"G24003107032193","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703219","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.19, Montgomery County, Maryland",1052,"Block Group 3, Census Tract 7032.19, Montgomery County, Maryland",165
"G24003107032201","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703220","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.20, Montgomery County, Maryland",893,"Block Group 1, Census Tract 7032.20, Montgomery County, Maryland",221
"G24003107032202","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703220","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.20, Montgomery County, Maryland",3394,"Block Group 2, Census Tract 7032.20, Montgomery County, Maryland",413
"G24003107032203","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703220","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.20, Montgomery County, Maryland",1225,"Block Group 3, Census Tract 7032.20, Montgomery County, Maryland",267
"G24003107032211","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703221","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7032.21, Montgomery County, Maryland",1536,"Block Group 1, Census Tract 7032.21, Montgomery County, Maryland",251
"G24003107032212","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703221","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7032.21, Montgomery County, Maryland",1782,"Block Group 2, Census Tract 7032.21, Montgomery County, Maryland",299
"G24003107032213","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703221","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7032.21, Montgomery County, Maryland",2215,"Block Group 3, Census Tract 7032.21, Montgomery County, Maryland",450
"G24003107033011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703301","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7033.01, Montgomery County, Maryland",1710,"Block Group 1, Census Tract 7033.01, Montgomery County, Maryland",782
"G24003107033012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703301","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7033.01, Montgomery County, Maryland",771,"Block Group 2, Census Tract 7033.01, Montgomery County, Maryland",350
"G24003107033013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703301","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7033.01, Montgomery County, Maryland",1392,"Block Group 3, Census Tract 7033.01, Montgomery County, Maryland",426
"G24003107033014","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703301","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7033.01, Montgomery County, Maryland",1280,"Block Group 4, Census Tract 7033.01, Montgomery County, Maryland",393
"G24003107033021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703302","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7033.02, Montgomery County, Maryland",1741,"Block Group 1, Census Tract 7033.02, Montgomery County, Maryland",563
"G24003107033022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703302","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7033.02, Montgomery County, Maryland",1157,"Block Group 2, Census Tract 7033.02, Montgomery County, Maryland",347
"G24003107033023","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703302","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7033.02, Montgomery County, Maryland",1711,"Block Group 3, Census Tract 7033.02, Montgomery County, Maryland",604
"G24003107034011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7034.01, Montgomery County, Maryland",2295,"Block Group 1, Census Tract 7034.01, Montgomery County, Maryland",491
"G24003107034012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7034.01, Montgomery County, Maryland",1430,"Block Group 2, Census Tract 7034.01, Montgomery County, Maryland",448
"G24003107034013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703401","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7034.01, Montgomery County, Maryland",1090,"Block Group 3, Census Tract 7034.01, Montgomery County, Maryland",311
"G24003107034014","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703401","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7034.01, Montgomery County, Maryland",741,"Block Group 4, Census Tract 7034.01, Montgomery County, Maryland",372
"G24003107034021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7034.02, Montgomery County, Maryland",1231,"Block Group 1, Census Tract 7034.02, Montgomery County, Maryland",328
"G24003107034022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7034.02, Montgomery County, Maryland",2343,"Block Group 2, Census Tract 7034.02, Montgomery County, Maryland",342
"G24003107034031","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703403","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7034.03, Montgomery County, Maryland",1575,"Block Group 1, Census Tract 7034.03, Montgomery County, Maryland",255
"G24003107034032","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703403","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7034.03, Montgomery County, Maryland",967,"Block Group 2, Census Tract 7034.03, Montgomery County, Maryland",209
"G24003107034033","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703403","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7034.03, Montgomery County, Maryland",1016,"Block Group 3, Census Tract 7034.03, Montgomery County, Maryland",294
"G24003107034041","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703404","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7034.04, Montgomery County, Maryland",1016,"Block Group 1, Census Tract 7034.04, Montgomery County, Maryland",274
"G24003107034042","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703404","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7034.04, Montgomery County, Maryland",2137,"Block Group 2, Census Tract 7034.04, Montgomery County, Maryland",347
"G24003107035011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7035.01, Montgomery County, Maryland",1702,"Block Group 1, Census Tract 7035.01, Montgomery County, Maryland",282
"G24003107035012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7035.01, Montgomery County, Maryland",2358,"Block Group 2, Census Tract 7035.01, Montgomery County, Maryland",544
"G24003107035013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7035.01, Montgomery County, Maryland",970,"Block Group 3, Census Tract 7035.01, Montgomery County, Maryland",324
"G24003107035014","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703501","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7035.01, Montgomery County, Maryland",1514,"Block Group 4, Census Tract 7035.01, Montgomery County, Maryland",487
"G24003107035021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7035.02, Montgomery County, Maryland",1844,"Block Group 1, Census Tract 7035.02, Montgomery County, Maryland",192
"G24003107035022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7035.02, Montgomery County, Maryland",992,"Block Group 2, Census Tract 7035.02, Montgomery County, Maryland",202
"G24003107036011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7036.01, Montgomery County, Maryland",2019,"Block Group 1, Census Tract 7036.01, Montgomery County, Maryland",245
"G24003107036012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7036.01, Montgomery County, Maryland",1501,"Block Group 2, Census Tract 7036.01, Montgomery County, Maryland",309
"G24003107036013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7036.01, Montgomery County, Maryland",1161,"Block Group 3, Census Tract 7036.01, Montgomery County, Maryland",278
"G24003107036021","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703602","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7036.02, Montgomery County, Maryland",1581,"Block Group 1, Census Tract 7036.02, Montgomery County, Maryland",257
"G24003107036022","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703602","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7036.02, Montgomery County, Maryland",709,"Block Group 2, Census Tract 7036.02, Montgomery County, Maryland",116
"G24003107036023","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703602","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7036.02, Montgomery County, Maryland",845,"Block Group 3, Census Tract 7036.02, Montgomery County, Maryland",130
"G24003107037011","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7037.01, Montgomery County, Maryland",1247,"Block Group 1, Census Tract 7037.01, Montgomery County, Maryland",527
"G24003107037012","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7037.01, Montgomery County, Maryland",1493,"Block Group 2, Census Tract 7037.01, Montgomery County, Maryland",506
"G24003107037013","2014-2018",,,"Maryland","24","Montgomery County","031",,,"703701","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7037.01, Montgomery County, Maryland",1989,"Block Group 3, Census Tract 7037.01, Montgomery County, Maryland",394
